NUMBER_SENSORS;FREQUENCY;TIME_DATA;MIN_TIME;MAX_TIME;AVG_TIME;STD_TIME;SUCCESFUL_CALCULATIONS
1;8;32;10,600707000732422;42,61028999328613;19,17085175085068;6,72467115742134;32
2;8;32;23,765835998535156;72,98158599853515;47,85286618614197;12,551565427852452;32
4;8;32;72,51468800354004;227,6814279937744;143,3079136567116;48,640894099145605;32
8;8;32;110,97293899536133;1426,0109570007323;522,656839594841;276,2486980959747;32
16;8;32;543,0284440002441;3413,6387409973145;2076,312656500817;834,2624075669767;32
1;8;32;10,075975997924804;200,8696360015869;25,560284844875337;32,161123842093495;32
2;8;32;22,55711099243164;123,2696130065918;49,32438593864441;20,72321013992552;32
4;8;32;35,24631300354004;228,02552299499513;137,0323384690285;52,42414522079711;32
8;8;32;130,3117019958496;1222,6077590026855;539,1292003111839;313,1223215219079;32
16;8;32;269,06803800964354;3473,2759339904787;2030,8045854692457;858,138271826303;32
1;8;32;10,958096984863282;246,8560830078125;25,944093717575072;40,28109103202347;32
2;8;32;17,150942993164062;65,90656701660156;42,98430450344085;13,142484109393997;32
4;8;32;38,90112698364258;232,17521502685548;134,04583096885682;52,386562786898025;32
8;8;32;118,99360400390626;1103,4137420043946;494,81600946807873;244,777244235887;32
16;8;32;259,67866302490233;3522,7591319885255;1952,430450259301;834,0887973937831;31
